"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.059328494E2,-1.127055129E0,-3.045721078E0,-3.244362688E-1
1.059528417E2,-2.558969611E-1,-2.745068944E0,-8.044014573E-1
1.059728357E2,2.721886926E-1,-2.087790449E0,-1.240393976E0
1.059928287E2,3.379203136E-1,-1.225941267E0,-1.490886794E0
1.060128227E2,6.436253194E-1,-2.773240829E-1,-9.831898700E-1
1.060328157E2,1.027162247E0,-1.875985587E-1,-4.888447702E-2
1.060528087E2,7.972142791E-1,-6.685624516E-1,1.683686744E-1
1.060728017E2,3.860214099E-1,-9.765236056E-1,-5.272856815E-1
1.060927957E2,1.940671141E-1,-8.576105350E-1,-9.572554220E-1
1.061127887E2,1.486025273E-1,-6.639805734E-1,-4.033536534E-1
1.061327817E2,2.984623522E-1,-1.894111955E-1,5.081585620E-1
1.061527757E2,1.618332414E-1,3.681436211E-1,6.554298976E-1
1.061727687E2,-5.415436783E-1,6.225284922E-1,3.027949928E-1
1.061927617E2,-7.461238669E-1,4.988394159E-1,2.001460987E-1
1.062127557E2,-5.809360778E-1,1.873816270E-1,3.050375462E-2
1.062327487E2,-6.265276954E-2,4.558080018E-1,-8.460179184E-1
1.062527417E2,-4.508133101E-1,1.357842758E0,-2.348779165E0
1.062727357E2,-1.580123199E0,2.066968514E0,-2.904389783E0
1.062927287E2,-2.560870541E0,2.365574123E0,-1.447843686E0
1.063127217E2,-3.859890309E0,2.042893188E0,8.822353528E-1
1.063327157E2,-3.864326591E0,1.814138417E0,2.829068874E0
1.063527087E2,-3.655996730E0,1.280144956E0,3.713150924E0
1.063727017E2,-3.170195435E0,1.646926761E-1,2.933769118E0
1.063926957E2,-2.865341492E0,-1.145635023E0,7.669985729E-1
1.064126887E2,-2.668984389E0,-1.687470769E0,-1.447616960E0
1.064326817E2,-1.776622389E0,-1.145460775E0,-2.399859272E0
1.064526757E2,-5.553644496E-1,-3.347261989E-1,-1.236673247E0
1.064726687E2,2.460046417E-1,-2.528002757E-1,7.538283044E-1
1.064926617E2,-5.328408287E-1,-9.769048440E-1,1.466698617E0
1.065126547E2,-1.625622284E0,-1.360879217E0,4.420190978E-1
1.065326487E2,-2.566652852E0,-1.339867247E0,-1.348750484E0
1.065526417E2,-3.129087755E0,-1.319927657E0,-1.958985790E0
1.065726347E2,-3.045101273E0,-1.329674966E0,-1.221491097E0
1.065926287E2,-2.441854998E0,-1.439645889E0,-1.345586117E-1
1.066126217E2,-1.665004890E0,-1.354496981E0,-1.877747060E-1
1.066326147E2,-1.546328339E0,-1.000777271E0,-1.623211185E0
1.066526087E2,-1.924456666E0,-5.082364762E-1,-2.651065889E0
1.066726017E2,-2.014445168E0,-3.535074556E-1,-2.022317421E0
1.066925947E2,-1.903359327E0,-5.670846087E-1,-5.441231775E-1
1.067125887E2,-1.504187602E0,-1.047739769E0,5.726359552E-1
1.067325817E2,-1.213546339E0,-1.525542072E0,1.522574025E-1
1.067525747E2,-1.194645507E0,-1.608405304E0,-1.467809004E0
1.067725677E2,-1.334094438E0,-1.066141541E0,-2.782699869E0
1.067925617E2,-1.351821003E0,-2.387178415E-1,-2.872433287E0
1.068125547E2,-1.216594200E0,6.337387741E-1,-1.926258777E0
1.068325477E2,-9.825248954E-1,1.521560118E0,-1.017451192E0
1.068525417E2,-9.183239293E-1,2.251884955E0,-5.914992191E-1
1.068725347E2,-9.809183729E-1,2.657238502E0,-9.609796599E-1
1.068925277E2,-8.817186052E-1,3.057351190E0,-1.815862176E0
1.069125217E2,-1.528189253E0,3.837935184E0,-3.401199630E0
1.069325147E2,-3.330635431E0,4.131186497E0,-3.725223085E0
1.069525080E2,-3.889101829E0,2.936333122E0,1.588887298E-1
1.069725010E2,-3.201511953E0,1.192523845E0,4.333635522E0
1.069924950E2,-2.133678520E0,-5.772301126E-1,6.130245448E0
1.070124880E2,-9.275390681E-1,-1.601177561E0,4.302921560E0
1.070324810E2,-4.159575826E-1,-2.166769375E0,8.483222330E-1
1.070524750E2,-5.378699093E-1,-2.148269370E0,-1.493084763E0
1.070724680E2,-4.451448731E-1,-1.614146685E0,-1.266283254E0
1.070924610E2,-5.141864932E-1,-1.035400389E0,3.011409616E-1
1.071124550E2,-1.152274682E0,-7.309592593E-1,1.154677449E0
1.071324480E2,-1.497065401E0,-5.956897724E-1,1.382647816E0
1.071524410E2,-1.802998010E0,-5.237491393E-1,9.159379730E-1
1.071724340E2,-1.825395477E0,-6.063913465E-1,2.253937912E-1
1.071924280E2,-1.103732413E0,-5.775458622E-1,-2.772492385E-1
1.072124210E2,-3.494115541E-1,-6.578345650E-1,-5.528416684E-1
1.072324140E2,-5.460680345E-1,-1.175795546E0,-8.522381133E-1
1.072524080E2,-8.563708522E-1,-1.642301613E0,-9.820863542E-1
1.072724010E2,-1.023657499E0,-1.701283647E0,-1.058220610E0
1.072923940E2,-9.928157026E-1,-1.351811355E0,-1.016441670E0
1.073123870E2,-7.026859251E-1,-9.836116004E-1,-7.371581849E-1
1.073323810E2,-4.615605656E-1,-7.700239223E-1,-5.915628076E-1
1.073523740E2,-2.254507285E-1,-7.671400756E-1,-6.265589780E-1
1.073723670E2,-7.870059907E-3,-8.978101426E-1,-8.705787823E-1
1.073923610E2,1.597745830E-1,-9.481575930E-1,-1.120122451E0
1.074123540E2,6.777972516E-1,-6.493338829E-1,-1.082521054E0
1.074323470E2,1.210285347E0,-1.481649363E-1,-9.447583142E-1
1.074523400E2,1.786334614E0,3.962681437E-1,-8.562840942E-1
1.074723340E2,2.238932495E0,9.221608722E-1,-9.568851471E-1
1.074923270E2,1.687254861E0,1.134323584E0,-1.372691177E0
1.075123200E2,5.047652766E-1,1.127510408E0,-1.346253869E0
1.075323140E2,3.542884974E-1,1.438318571E0,-3.247029018E-1
1.075523070E2,9.520462838E-1,1.905856088E0,8.459663898E-1
1.075723000E2,1.116347781E0,1.842129039E0,1.114093972E0
1.075922930E2,1.152756200E0,2.655539301E0,-4.891722143E-1
1.076122870E2,-5.347133996E-1,2.989820527E0,-2.598416682E0
1.076322800E2,-4.171792486E0,2.441004374E0,-3.196269339E0
1.076522730E2,-6.020938768E0,1.744288164E0,-3.808946443E-1
1.076722670E2,-4.647418456E0,4.431604743E-1,3.780427525E0
1.076922600E2,-3.093924939E0,-7.083393055E-1,4.833827399E0
1.077122530E2,-2.997754614E0,-8.131605864E-1,2.219695155E0
1.077322460E2,-3.715162951E0,3.101971292E-1,-1.771366766E0
1.077522400E2,-3.014983435E0,1.514932884E0,-3.498386201E0
1.077722330E2,-7.390316328E-1,1.635981358E0,-1.212748925E0
1.077922260E2,1.383980981E0,5.342489845E-1,2.062123511E0
1.078122190E2,1.835805129E0,-4.170894939E-1,2.498950281E0
1.078322130E2,1.035225412E0,-1.014363862E0,2.569884901E-1
1.078522060E2,9.522322252E-2,-1.743600531E0,-1.697453867E0
1.078721990E2,-3.975925380E-1,-2.656049763E0,-2.059231917E0
1.078921920E2,-5.218759838E-1,-3.218251362E0,-1.836163563E0
1.079121860E2,-5.132865702E-1,-3.231898763E0,-1.627915270E0
1.079321790E2,-3.221669644E-1,-2.736292273E0,-1.585194635E0
1.079521722E2,-7.130387127E-2,-2.131919970E0,-1.477075671E0
1.079721662E2,2.528482229E-1,-1.758812063E0,-1.304081410E0
1.079921592E2,3.087964287E-1,-1.482363893E0,-1.417062773E0
1.080121522E2,2.982701249E-1,-1.361263964E0,-1.368794008E0
1.080321452E2,1.664513724E-1,-1.439224890E0,-1.316735224E0
1.080521392E2,-1.871186484E-1,-1.356583852E0,-1.684119730E0
1.080721322E2,-5.162088624E-1,-8.293234599E-1,-2.046737148E0
1.080921252E2,-4.768771277E-1,6.219326609E-1,-2.437862665E0
1.081121182E2,-2.923555201E-1,2.101974624E0,-2.203225303E0
1.081321122E2,2.063939948E-1,3.170253323E0,-1.217957625E0
1.081521052E2,5.073440449E-1,3.300233418E0,-2.528414986E-1
1.081720982E2,1.592629516E-1,2.758516955E0,-1.140595892E-1
1.081920912E2,-1.658222120E-1,2.374954811E0,-7.511311300E-1
1.082120852E2,1.649941000E-1,2.932351753E0,-2.028269302E0
1.082320782E2,1.443301569E0,4.780716847E0,-3.183100825E0
1.082520712E2,9.910999833E-1,5.055871028E0,-3.136024307E0
1.082720642E2,-5.324305004E-1,2.480153237E0,1.830505943E-1
1.082920582E2,-1.727742736E0,-1.885656881E-1,3.394394056E0
1.083120512E2,-2.477774882E0,-1.536955252E0,5.021872977E0
1.083320442E2,-2.754425073E0,-1.756552699E0,4.984192350E0
1.083520372E2,-1.695792819E0,-1.127952458E0,3.937702131E0
1.083720312E2,8.725719519E-1,3.804210198E-1,2.130416066E0
1.083920242E2,3.472970986E0,1.437501715E0,3.823201954E-1
1.084120172E2,4.005767815E0,6.332885385E-1,-4.929696885E-1
1.084320102E2,2.001193770E0,-8.096692139E-1,-1.244001708E0
1.084520042E2,4.958921269E-2,-2.049985861E0,-1.540578918E0
1.084719972E2,-1.188894478E0,-3.213376538E0,-1.057978536E0
1.084919902E2,-1.230840210E0,-3.862150258E0,-3.564155683E-1
1.085119832E2,-7.245242523E-1,-4.123492146E0,-4.208441372E-1
1.085319772E2,-3.203411713E-2,-3.784051922E0,-1.426013106E0
1.085519702E2,5.062256187E-1,-3.173858716E0,-2.118183983E0
1.085719632E2,1.281451663E0,-2.275810592E0,-2.127952049E0
1.085919562E2,2.198979055E0,-1.406017383E0,-1.797852898E0
1.086119502E2,2.919705979E0,-5.987823647E-1,-1.312145744E0
1.086319432E2,2.609870208E0,-2.969198567E-1,-8.249133436E-1
1.086519362E2,1.788270920E0,-2.269754630E-1,-8.831448872E-1
1.086719292E2,1.075748078E0,-1.730085862E-1,-1.459571446E0
1.086919232E2,1.496799499E-1,-3.496401072E-2,-1.952780140E0
1.087119162E2,-5.211162843E-1,4.339516944E-1,-1.414792884E0
1.087319092E2,-5.857036051E-1,1.634262861E0,-3.149925770E-1
1.087519022E2,-6.522571984E-1,2.919141723E0,4.981196237E-1
1.087718962E2,-5.458060062E-1,4.004949204E0,3.528285939E-1
1.087918892E2,6.429747435E-1,5.226299822E0,2.110083251E-1
1.088118822E2,1.708545596E0,6.720861592E0,-9.217790490E-1
1.088318752E2,-3.883754258E-1,6.546136848E0,-1.721175436E0
1.088518692E2,-3.964377714E0,4.074597144E0,9.999053054E-1
1.088718622E2,-5.679519846E0,3.014830238E-1,5.442468461E0
1.088918552E2,-4.621077042E0,-2.372205450E0,7.211886789E0
1.089118482E2,-4.049555566E0,-2.458520878E0,2.784437077E0
1.089318422E2,-2.378285677E0,-2.752015436E-1,-2.526276659E0
1.089518352E2,-1.207897344E-1,2.043619997E0,-5.008365909E0
1.089718281E2,2.009506171E0,2.409981971E0,-2.280766107E0
1.089918211E2,2.866841887E0,3.557790989E-1,2.127506492E0
1.090118141E2,1.694460823E0,-2.003940207E0,4.189130065E0
1.090318081E2,1.819700289E-1,-3.103209148E0,2.110100354E0
1.090518011E2,-5.638844275E-1,-3.906152310E0,-1.196440310E0
1.090717941E2,-6.405057567E-1,-4.423008167E0,-2.922837163E0
1.090917871E2,-3.326197395E-1,-4.479121556E0,-3.151961478E0
1.091117811E2,-5.793976754E-2,-3.847416444E0,-2.164859090E0
1.091317741E2,9.777925976E-1,-2.958829699E0,-5.300033212E-1
1.091517671E2,1.411055344E0,-2.302907758E0,-2.091534421E-1
1.091717601E2,1.340002903E0,-1.875421330E0,-1.106816673E0
1.091917541E2,1.163839013E0,-1.619945369E0,-1.921993964E0
1.092117471E2,8.360218839E-1,-1.056541582E0,-2.451827132E0
1.092317401E2,4.313656171E-1,-5.144011956E-1,-2.099430209E0
1.092517331E2,-1.244397126E-1,9.964298666E-2,-1.377987585E0
1.092717261E2,-6.989799598E-1,1.200830399E0,-9.490302899E-1
1.092917201E2,-1.451868178E0,2.762291332E0,-1.174190777E0
1.093117131E2,-9.290792978E-1,4.347175627E0,-1.022508010E0
1.093317061E2,-2.701641673E-1,5.326938590E0,-9.096142092E-1
1.093516991E2,5.504241371E-1,5.088128947E0,-4.277489680E-1
1.093716931E2,9.425854889E-1,5.231658795E0,-1.076847208E0
1.093916861E2,-7.821919781E-1,4.013765636E0,-6.756782207E-1
1.094116791E2,-1.373926840E0,1.655410486E0,2.642045681E0
1.094316721E2,-1.779041967E0,-1.724074924E-1,4.964067403E0
1.094516651E2,-2.201198366E0,-1.170535975E0,5.552853368E0
1.094716591E2,-1.453177516E0,-4.717989671E-1,4.213772279E0
1.094916521E2,1.043987757E0,1.359382914E0,2.127796513E0
1.095116451E2,3.713832417E0,2.379460090E0,6.926364617E-1
1.095316381E2,3.585889491E0,7.661425406E-1,-1.738844991E-2
1.095516321E2,1.246502270E0,-9.814440376E-1,-9.367435357E-1
1.095716251E2,-4.990364671E-1,-2.310315596E0,-1.135283404E0
1.095916181E2,-1.520286010E0,-3.429838707E0,-1.011217621E0
1.096116111E2,-2.055327000E0,-4.186253235E0,-1.081893063E0
1.096316041E2,-1.581471421E0,-4.514690169E0,-1.123481092E0
1.096515981E2,-1.324372418E-1,-4.081768169E0,-1.159538240E0
1.096715911E2,1.172800017E0,-3.548886849E0,-1.228408353E0
1.096915841E2,2.008289512E0,-3.192193830E0,-1.293464329E0
1.097115771E2,2.750180579E0,-2.542669328E0,-1.458047077E0
1.097315701E2,2.764966726E0,-1.874165933E0,-1.780665447E0
1.097515641E2,1.895089463E0,-1.354833781E0,-1.643197991E0
1.097715571E2,1.425632160E0,-8.069730628E-1,-3.754346605E-1
1.097915501E2,1.154965132E0,-1.194632936E-1,5.540580355E-1
1.098115431E2,6.927976987E-1,8.020777738E-1,6.364445731E-2
1.098315371E2,9.364008889E-2,1.879773998E0,-1.463067350E0
1.098515301E2,-4.688407145E-1,2.838805658E0,-2.439454862E0
1.098715231E2,-2.750154559E-1,3.798607396E0,-2.000550722E0
1.098915161E2,9.538846484E-1,4.218940925E0,-8.874304578E-2
1.099115091E2,2.158381398E0,5.469381441E0,-3.450168599E-1
1.099315031E2,-7.591612574E-1,5.189393951E0,-1.806580306E0
1.099514961E2,-4.836361874E0,3.268310544E0,3.489244080E-1
1.099714885E2,-5.685061253E0,3.476011831E-1,5.243366675E0
1.099914815E2,-5.109170153E0,-1.496368559E0,7.489575153E0
1.100114745E2,-5.408264004E0,-1.368248463E0,3.291318753E0
1.100314685E2,-4.224658040E0,6.227360684E-1,-1.689957152E0
1.100514615E2,-1.030537260E0,2.791746681E0,-2.440142641E0
1.100714545E2,2.973448908E0,3.642228291E0,8.212122023E-1
1.100914475E2,4.271204216E0,2.029957978E0,3.092296489E0
1.101114405E2,1.595583822E0,-3.458435100E-1,1.646890508E0
1.101314345E2,-5.665782398E-1,-2.259769340E0,-7.811752935E-1
1.101514275E2,-1.187100845E0,-3.869848117E0,-1.765990251E0
1.101714205E2,-1.012436035E0,-5.019460416E0,-1.714941573E0
1.101914135E2,-8.128772888E-1,-5.154622314E0,-1.559524774E0
1.102114065E2,-2.793073122E-1,-5.006512341E0,-1.428958933E0
1.102314005E2,3.798798600E-1,-4.521740157E0,-1.348362813E0
1.102513935E2,1.359771900E0,-3.592790667E0,-1.705740395E0
1.102713865E2,1.930498301E0,-2.590158659E0,-2.230985252E0
1.102913795E2,1.865060941E0,-1.715027527E0,-2.260753427E0
1.103113725E2,7.118787713E-1,-1.041065172E0,-1.826056797E0
1.103313665E2,-4.121431880E-1,-4.753195757E-1,-9.354299587E-1
1.103513595E2,-1.023510953E0,2.984331161E-1,-1.396122140E-1
1.103713525E2,-1.166191932E0,1.318697988E0,-2.697127622E-1
1.103913455E2,-5.909066038E-1,2.645971502E0,-1.113698262E0
1.104113385E2,1.369840367E-1,4.289370638E0,-2.121861005E0
1.104313325E2,3.548064145E-1,5.499209257E0,-2.231962906E0
1.104513255E2,1.053289653E0,5.712918558E0,-6.743494409E-1
1.104713185E2,-5.777686411E-1,4.483961297E0,6.118137619E-1
1.104913115E2,-1.813296564E0,2.474836949E0,2.679084869E0
1.105113045E2,-2.316894737E0,6.595904839E-1,4.648953935E0
1.105312985E2,-2.485629154E0,-8.022759944E-1,5.624056082E0
1.105512915E2,-1.236973501E0,-6.987557191E-1,5.121755115E0
1.105712845E2,1.043531528E0,1.098488923E0,2.247439170E0
1.105912775E2,3.761667611E0,3.603170060E0,-1.305788505E-1
1.106112705E2,4.600218562E0,3.519584697E0,-2.914019854E-1
1.106312645E2,2.011053783E0,8.397548926E-1,1.507447278E-1
1.106512575E2,-2.364480986E-1,-1.356075729E0,3.644288850E-1
1.106712505E2,-1.464011383E0,-3.057728920E0,5.625711429E-1
1.106912435E2,-1.512706410E0,-4.174933026E0,1.094780034E-1
1.107112365E2,-4.749522243E-1,-4.715674759E0,-8.422200787E-1
1.107312305E2,7.892242782E-1,-4.792960331E0,-1.916710859E0
1.107512235E2,1.601121135E0,-4.788592461E0,-2.731357808E0
1.107712165E2,1.686555095E0,-4.456067154E0,-2.336020248E0
1.107912095E2,1.822885998E0,-3.750941479E0,-1.490520759E0
1.108112025E2,1.765006603E0,-2.305543098E0,-1.190079709E0
1.108311965E2,2.166892459E0,-7.789450192E-1,-7.423141135E-1
1.108511895E2,2.537944193E0,1.246076739E-1,-1.648245308E-1
1.108711825E2,2.193304186E0,4.924764758E-1,-1.933710761E-1
1.108911755E2,6.878682035E-1,4.880723530E-1,-1.052065685E0
1.109111685E2,-7.295816553E-1,9.279677421E-1,-1.182352613E0
1.109311625E2,-9.077987950E-1,2.540995855E0,-1.040918407E0
1.109511555E2,-7.378133655E-2,4.375795408E0,-5.006358267E-1
1.109711487E2,1.582586631E0,5.337572336E0,2.925231890E-1
1.109911417E2,2.040446567E0,6.422424967E0,-1.211434325E0
1.110111347E2,-2.128289872E0,5.121273304E0,-1.600074776E0
1.110311287E2,-4.894017175E0,2.973360615E0,2.147403397E0
1.110511217E2,-4.318959011E0,6.002722353E-1,7.196206310E0
1.110711147E2,-3.458823940E0,-7.409562439E-1,7.228771209E0
1.110911077E2,-3.551254971E0,-1.756977206E-1,1.614490501E0
1.111111007E2,-2.458146364E0,1.489763544E0,-2.958142067E0
1.111310937E2,-9.770434231E-2,2.911479532E0,-2.798307842E0
1.111510877E2,2.393945105E0,2.208738935E0,2.017776473E0
1.111710807E2,2.640668077E0,1.066994065E-1,4.734664176E0
1.111910737E2,1.093407985E0,-1.307278376E0,3.027255863E0
1.112110667E2,1.892059582E-1,-2.460451629E0,-7.295569508E-1
1.112310597E2,-5.788407281E-1,-4.095909076E0,-2.719103213E0
1.112510537E2,-9.185315055E-1,-5.245338356E0,-3.028370635E0
1.112710467E2,-7.579409435E-1,-5.701177933E0,-1.773479218E0
1.112910397E2,-7.346470982E-2,-5.095462525E0,-4.967999071E-1
1.113110327E2,9.116276979E-1,-3.819707074E0,-1.900181365E-1
1.113310257E2,1.913840022E0,-2.615834953E0,-8.487904488E-1
1.113510197E2,2.336274456E0,-1.626115351E0,-1.581374942E0
1.113710127E2,2.197663578E0,-1.379392671E0,-1.485161347E0
1.113910057E2,1.223609544E0,-1.368938434E0,-1.150199944E0
1.114109987E2,1.538327886E-1,-7.802366692E-1,-8.759456491E-1
1.114309917E2,-8.929730335E-1,8.135757387E-2,-7.868342288E-1
1.114509857E2,-1.199321818E0,1.252902194E0,-1.205913823E0
1.114709787E2,-4.953113522E-1,2.606165997E0,-1.652868116E0
1.114909717E2,2.430778179E-1,3.986950305E0,-2.054545958E0
1.115109647E2,3.432037845E-1,4.831375369E0,-1.882426002E0
1.115309577E2,7.959104231E-1,5.010791334E0,-5.990649314E-1
1.115509507E2,4.187767079E-1,4.674317987E0,-1.808830315E-1
1.115709447E2,-1.277562095E0,2.846204140E0,1.261815689E0
1.115909377E2,-1.302002725E0,4.795219696E-1,4.434610797E0
1.116109307E2,-1.668524183E0,-1.202347167E0,5.607402043E0
1.116309237E2,-2.236627522E0,-1.298623912E0,4.392861969E0
1.116509167E2,-7.091147925E-1,6.864789051E-1,2.630112099E0
1.116709107E2,2.200272898E0,3.531168031E0,1.772904437E0
1.116909037E2,4.936385515E0,4.481485001E0,1.749182137E0
1.117108967E2,3.612102559E0,2.139550586E0,1.545474061E0
1.117308897E2,7.850481968E-1,-4.074661463E-1,5.775739288E-1
1.117508827E2,-1.047788593E0,-2.092731346E0,-5.637633902E-1
1.117708767E2,-1.097770008E0,-3.117006238E0,-1.017595033E0
1.117908697E2,-4.001911868E-1,-3.872974623E0,-1.001208942E0
1.118108627E2,2.261843348E-1,-4.463532295E0,-1.297709700E0
1.118308557E2,7.196007505E-1,-4.528341663E0,-1.750627276E0
1.118508487E2,1.174045620E0,-4.389814108E0,-1.688352529E0
1.118708417E2,1.663207748E0,-4.113361845E0,-1.104540937E0
1.118908357E2,1.887485452E0,-3.426870076E0,-9.054623938E-1
1.119108287E2,1.826372108E0,-2.372738716E0,-1.787533586E0
1.119308217E2,1.676883801E0,-1.178236173E0,-2.168998334E0
1.119508147E2,1.048162815E0,-1.917600220E-1,-1.255372788E0
1.119708080E2,7.749257894E-1,6.877886814E-1,2.591380727E-1
1.119908020E2,-5.091536120E-2,1.309091012E0,3.605507192E-1
1.120107950E2,-1.401120924E0,1.703321986E0,-3.797541448E-1
1.120307880E2,-1.394891447E0,2.706239339E0,-2.536399359E-1
1.120507810E2,4.858583048E-1,3.873746456E0,5.992100886E-1
1.120707740E2,2.959498621E0,5.109833227E0,5.526758999E-1
1.120907680E2,2.288743317E0,6.228085154E0,-2.257575026E0
1.121107610E2,-2.310242506E0,4.534070181E0,-1.914377966E0
1.121307540E2,-3.958127917E0,1.498531444E0,3.244418237E0
1.121507470E2,-4.107749687E0,-9.903487623E-1,6.642520012E0
1.121707400E2,-4.593550690E0,-1.496307748E0,3.967209520E0
1.121907340E2,-5.124772863E0,-1.817741472E-1,-1.533273991E0
1.122107270E2,-4.189294665E0,2.049352607E0,-3.511333106E0
1.122307200E2,-1.401739560E0,2.971810518E0,5.327097049E-1
1.122507130E2,1.741883496E0,2.226392848E0,4.614536639E0
1.122707060E2,2.931398656E0,3.324995792E-1,4.937163194E0
1.122907000E2,2.206765792E0,-9.800687724E-1,1.750790852E-1
1.123106930E2,1.101012873E0,-1.939155981E0,-3.630126016E0
1.123306860E2,-4.679789811E-2,-3.508963230E0,-4.706796054E0
1.123506790E2,-1.047123472E0,-4.981785636E0,-2.823005311E0
1.123706720E2,-1.989561026E0,-5.996535414E0,-4.516032690E-1
1.123906660E2,-1.631952334E0,-5.368665490E0,4.580644423E-1
1.124106590E2,-8.539127558E-2,-3.860677344E0,1.712517902E-2
1.124306520E2,1.473989803E0,-2.401157938E0,-1.194423167E0
1.124506450E2,2.704800923E0,-1.324666826E0,-1.745623814E0
1.124706380E2,2.100089190E0,-1.201778818E0,-2.040893440E0
1.124906320E2,2.279275359E-1,-1.485283408E0,-1.886307238E0
1.125106250E2,-9.417782807E-1,-1.111914715E0,-1.062520507E0
1.125306180E2,-1.518198554E0,2.756798458E-1,-5.659258367E-1
1.125506110E2,-1.370186376E0,1.846045504E0,-4.792451039E-1
1.125706050E2,-6.361149363E-1,3.307467009E0,-9.516684075E-1
1.125905980E2,1.765712947E-2,4.129879060E0,-1.523209325E0
1.126105910E2,1.033951011E0,4.882015180E0,-1.527564916E0
1.126305840E2,1.685966573E0,5.410159087E0,-1.314917178E0
1.126505770E2,-2.755620244E-1,5.059616754E0,-1.917537801E0
1.126705710E2,-2.321633905E0,3.231545591E0,2.759112494E-1
1.126905640E2,-2.784123666E0,9.259931374E-1,4.491100747E0
1.127105570E2,-2.847715645E0,-8.048429221E-1,7.149901625E0
1.127305500E2,-2.112134454E0,-1.427341009E0,6.916881895E0
1.127505440E2,2.306029294E-1,-1.886457950E-1,4.294194006E0
1.127705370E2,3.848428012E0,2.293421820E0,8.904122454E-1
1.127905300E2,6.113670931E0,2.849272758E0,-9.278028506E-1
1.128105230E2,3.671445073E0,7.549936545E-1,-1.450931893E0
1.128305160E2,8.582464197E-1,-1.213399574E0,-1.153259207E0
1.128505100E2,-1.339517145E0,-2.852769978E0,-4.858094805E-1
1.128705030E2,-2.108865860E0,-3.850778593E0,3.036745602E-1
1.128904960E2,-1.965250935E0,-4.262452396E0,4.037113568E-1
1.129104890E2,-7.484914045E-1,-4.081083460E0,2.095054445E-1
1.129304830E2,8.001810832E-1,-3.618364050E0,-5.679856646E-1
1.129504760E2,2.081287322E0,-3.423033718E0,-1.198688564E0
1.129704689E2,2.809460821E0,-3.138709933E0,-1.937256805E0
1.129904619E2,2.794044052E0,-2.612592087E0,-2.291661370E0
1.130104559E2,2.378972725E0,-1.770032870E0,-1.353739182E0
1.130304489E2,2.183137486E0,-9.182467461E-1,2.512256205E-2
1.130504419E2,1.960908793E0,-3.848286510E-2,6.475276780E-1
1.130704349E2,1.559529890E0,6.829243827E-1,9.619663775E-2
1.130904289E2,6.875480685E-1,1.472761011E0,-7.666972952E-1
1.131104219E2,6.487971085E-1,2.257529857E0,-3.233405006E-1
1.131304149E2,1.597211979E0,2.824887530E0,1.161141254E0
1.131504079E2,1.600064836E0,2.715113073E0,1.810162895E0
1.131704009E2,3.968078417E-1,3.645843624E0,1.235516667E-3
1.131903949E2,-2.977043191E0,3.684945710E0,-2.269970977E-1
1.132103879E2,-4.756203857E0,2.121663954E0,3.736560836E0
1.132303809E2,-4.264671706E0,1.275539104E0,7.093557855E0
1.132503739E2,-2.813441898E0,1.577686372E0,7.148023499E0
1.132703679E2,-1.446385098E0,1.882153230E0,5.414318211E0
1.132903609E2,3.778157929E-1,2.575778017E0,3.584059605E0
1.133103539E2,3.574592671E0,4.026477483E0,2.052629241E0
1.133303469E2,4.277861855E0,4.304692681E0,2.463690694E-1
1.133503409E2,8.795641986E-1,2.802635366E0,2.008306615E-1
1.133703339E2,-1.808653875E0,2.902382433E-2,2.192716979E0
1.133903269E2,-3.004380094E0,-2.697328182E0,3.607757785E0
1.134103209E2,-2.400694400E0,-4.679244266E0,3.234791965E0
1.134303139E2,-4.831576221E-1,-5.299701090E0,8.182998504E-1
1.134503069E2,1.297083317E0,-5.105758302E0,-1.438472353E0
1.134702999E2,2.446817383E0,-4.514088491E0,-2.457632101E0
1.134902939E2,2.237023233E0,-3.784520869E0,-1.472484583E0
1.135102869E2,1.080474675E0,-3.583757889E0,8.924885917E-1
1.135302799E2,5.315703750E-2,-3.336710688E0,2.551369400E0
1.135502729E2,-1.322177227E0,-2.875156628E0,2.492791994E0
1.135702669E2,-2.432575028E0,-2.103177981E0,1.127203283E0
1.135902599E2,-3.496821779E0,-1.320850348E0,-2.929431653E-1
1.136102529E2,-4.266438735E0,-2.995721537E-1,-7.510906380E-1
1.136302459E2,-4.191341482E0,1.621239942E-1,4.030006278E-1
1.136502399E2,-3.745362943E0,-6.869250476E-2,1.709139966E0
1.136702329E2,-2.868313631E0,-3.349010307E-1,1.438039075E0
1.136902259E2,-2.236752945E0,-3.602223980E-1,-1.580462922E-1
1.137102199E2,-1.589826215E0,-4.842196226E-2,-1.500950876E0
1.137302129E2,-9.422695930E-1,4.418202925E-1,-1.692368982E0
1.137502059E2,3.824665220E-1,2.002193059E0,-1.346938431E0
1.137701989E2,2.041048099E0,4.950008942E0,-4.575972497E-1
1.137901929E2,4.201510668E0,7.593525783E0,1.810163919E0
1.138101859E2,4.930074615E0,8.281920236E0,3.458383645E0
1.138301789E2,3.401822651E0,5.862818363E0,3.584428857E0
1.138501729E2,-4.018805936E-2,8.296327776E-1,2.532472953E0
1.138701659E2,-1.894691707E0,-2.484976020E0,8.764660513E-1
1.138901589E2,-8.708302125E-1,-3.693967379E0,-4.731566906E-1
1.139101519E2,2.855945309E-1,-3.313479116E0,-2.176263792E0
1.139301459E2,7.580108178E-1,-2.725038137E0,-2.849297024E0
