"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.308793429E1,6.700145345E-2,-3.766762290E0,-2.291792786E0
5.310792929E1,4.781002556E-1,-2.825797357E0,-2.114587069E0
5.312792529E1,8.419100301E-1,-1.755817119E0,-1.144519081E0
5.314792029E1,1.264424571E0,-7.566630346E-1,7.409416258E-2
5.316791529E1,1.736846997E0,-3.005936623E-1,4.372161949E-1
5.318791129E1,1.588055239E0,-6.611932057E-1,-4.870511368E-1
5.320790629E1,1.170386067E0,-1.034315146E0,-1.683689960E0
5.322790129E1,7.464472910E-1,-8.800743681E-1,-2.812617148E0
5.324789629E1,-1.691347327E-1,1.618333876E-2,-3.074328873E0
5.326789229E1,-6.232130550E-2,1.436509443E0,-1.299775813E0
5.328788729E1,5.455276787E-1,2.591742670E0,7.197685656E-1
5.330788229E1,6.315399286E-1,2.564653105E0,1.608645332E0
5.332787829E1,3.781479147E-1,2.925612252E0,8.919521096E-1
5.334787329E1,4.587712976E-1,3.895849516E0,-2.505435428E-1
5.336786829E1,-4.472203423E-1,5.149375607E0,-1.837878113E0
5.338786329E1,-1.523892134E0,5.061660356E0,-1.320684872E0
5.340785929E1,-1.053418950E0,3.643633377E0,1.880880876E0
5.342785429E1,-3.044933897E-1,1.153897138E0,5.087826646E0
5.344784929E1,-1.723479970E-1,-1.265546798E0,5.714307271E0
5.346784529E1,-2.403374472E0,-2.274683248E0,2.265037681E0
5.348784029E1,-4.069478492E0,-2.337137944E0,-1.098135459E0
5.350783529E1,-3.158579649E0,-8.850515181E-1,-1.896847575E0
5.352783029E1,-3.107818508E-1,4.831022197E-1,1.844563527E0
5.354782629E1,2.932972727E0,1.043008202E0,4.522100053E0
5.356782129E1,4.091730071E0,7.941010022E-1,3.350514210E0
5.358781629E1,2.065185698E0,-3.462762040E-1,-7.885555029E-2
5.360781129E1,-3.482864767E-1,-2.547987370E0,-2.716854959E0
5.362780729E1,-1.933326599E0,-4.173916780E0,-3.430626035E0
5.364780229E1,-2.392936753E0,-4.573303244E0,-2.733355801E0
5.366779729E1,-1.477580578E0,-3.633118914E0,-1.600263641E0
5.368779329E1,-6.168064070E-1,-2.266118247E0,-9.353071672E-1
5.370778829E1,-3.138621640E-1,-1.452824929E0,-6.151007742E-1
5.372778329E1,7.813707367E-3,-9.903528553E-1,-7.892495674E-1
5.374777829E1,1.820499165E-1,-8.245533013E-1,-1.257940739E0
5.376777429E1,2.610904580E-1,-1.071183595E0,-1.728072373E0
5.378776929E1,2.131643397E-1,-1.074856231E0,-2.137501430E0
5.380776429E1,3.847175539E-3,-7.080861211E-1,-2.404595516E0
5.382775929E1,-4.734559949E-1,-2.033603132E-2,-2.053769009E0
5.384775529E1,-8.901092865E-1,1.145008201E0,-1.547785465E0
5.386775029E1,-9.537013382E-1,2.596682982E0,-1.047991491E0
5.388774529E1,-7.131684478E-1,3.504508821E0,3.743951717E-1
5.390774108E1,2.451859949E-1,3.629036973E0,2.119130647E0
5.392773608E1,4.449045160E-1,4.366690124E0,1.601443901E0
5.394773108E1,-4.202945720E-1,4.793532774E0,-1.594272584E-2
5.396772608E1,-7.892978069E-1,4.545858167E0,1.741625342E-1
5.398772208E1,3.269352226E-1,2.766242881E0,3.677125936E0
5.400771708E1,1.663844364E0,1.834294939E-1,6.097191723E0
5.402771208E1,1.450310626E0,-2.344554552E0,5.786121604E0
5.404770708E1,-2.630947739E-1,-3.114095494E0,2.252307124E0
5.406770308E1,-1.399306314E-1,-1.789763129E0,-1.204604777E0
5.408769808E1,7.361463243E-1,2.902709877E-1,-2.041164751E0
5.410769308E1,2.516740727E0,1.602075108E0,-2.607673994E-1
5.412768808E1,3.196192741E0,1.624061809E0,1.066942902E0
5.414768408E1,1.208770334E0,-2.625440758E-1,8.491747570E-1
5.416767908E1,-6.751774067E-1,-2.132140410E0,-1.373335540E-1
5.418767408E1,-1.431621609E0,-3.322783790E0,-1.121099229E0
5.420766908E1,-9.218515545E-1,-3.681878845E0,-2.026820362E0
5.422766508E1,-2.212252381E-1,-3.374991240E0,-2.711956161E0
5.424766008E1,3.165636142E-1,-3.057221382E0,-2.509768507E0
5.426765508E1,5.341058373E-1,-2.774688014E0,-1.769910370E0
5.428765008E1,7.522909983E-1,-2.356161860E0,-1.025320959E0
5.430764608E1,8.917742812E-1,-2.011167950E0,-4.255816975E-1
5.432764108E1,1.026295398E0,-1.611503744E0,-6.553763956E-2
5.434763608E1,1.720075721E0,-1.064299668E0,-3.095887265E-1
5.436763108E1,1.652148324E0,-5.335180825E-1,-1.423639429E0
5.438762708E1,7.668846984E-1,1.160543668E-1,-2.474664456E0
5.440762208E1,1.260743748E-1,9.279425991E-1,-2.200420101E0
5.442761708E1,1.742068268E-2,2.046733055E0,-1.221702036E0
5.444761208E1,1.662499358E-1,3.148906893E0,-1.447565943E-1
5.446760808E1,7.729142741E-1,3.633629960E0,1.679113929E0
5.448760308E1,1.639840812E0,3.879173257E0,2.299126218E0
5.450759808E1,5.253807317E-1,5.101164145E0,-4.946903779E-1
5.452759308E1,-1.465679009E0,4.610711975E0,-2.282216363E0
5.454758808E1,-2.034036410E0,3.738505036E0,1.735778126E-1
5.456758408E1,-3.075785999E-1,2.018801490E0,5.352048288E0
5.458757908E1,3.419926069E-1,-2.957796496E-1,7.507531368E0
5.460757408E1,-1.752544578E0,-1.298285358E0,3.498755161E0
5.462756908E1,-4.619654414E0,-1.770234599E0,-1.208904966E0
5.464756508E1,-4.865195957E0,-1.090490516E0,-3.182560542E0
5.466756008E1,-1.900087517E0,3.239696610E-1,-7.880836326E-1
5.468755508E1,1.391498454E0,1.286571631E0,2.393786207E0
5.470755008E1,4.125167958E0,1.330291847E0,4.269769601E0
5.472754608E1,3.508759162E0,2.795992345E-1,1.842909350E0
5.474754108E1,8.601146782E-1,-1.773618967E0,-1.221034576E0
5.476753608E1,-1.010843984E0,-3.608705034E0,-2.990839697E0
5.478753108E1,-1.707697750E0,-4.603685961E0,-2.840217175E0
5.480752608E1,-1.176728688E0,-4.254397856E0,-1.025664191E0
5.482752208E1,-3.622893888E-1,-3.423179898E0,-4.127081752E-2
5.484751708E1,-7.752911673E-1,-2.842474785E0,-9.700292493E-1
5.486751208E1,-9.492925376E-1,-2.229983039E0,-1.519163052E0
5.488750708E1,2.299562274E-1,-1.224471277E0,-1.290392202E0
5.490750246E1,1.067198133E0,-7.640147388E-1,-1.056850023E0
5.492749746E1,9.750739346E-1,-6.763205373E-1,-1.552291476E0
5.494749246E1,3.417867849E-1,-7.528331083E-1,-1.870968676E0
5.496748746E1,-5.009989388E-1,-4.810083318E-1,-1.759728321E0
5.498748246E1,-1.405215729E0,3.424667430E-1,-8.384068170E-1
5.500747846E1,-1.352833302E0,1.575801814E0,-7.453972042E-2
5.502747346E1,-1.157411096E0,2.951330060E0,-2.161021270E-1
5.504746846E1,-4.379332828E-1,3.803240145E0,-2.311544681E-1
5.506746346E1,6.680049196E-1,4.074161527E0,5.781650823E-1
5.508745846E1,6.113280044E-1,4.667672626E0,-5.529795165E-1
5.510745446E1,-3.240559074E-1,4.105098560E0,-1.424585801E0
5.512744946E1,5.376785226E-2,3.133073802E0,-8.930584028E-2
5.514744446E1,5.708585844E-1,1.806102004E0,2.634396939E0
5.516743946E1,8.140146453E-1,3.973387688E-1,4.422404149E0
5.518743446E1,5.342622503E-1,-6.163047159E-1,4.835074025E0
5.520743046E1,9.693460022E-1,-8.752697110E-2,3.429578506E0
5.522742546E1,2.273244541E0,7.143291932E-1,1.682904532E0
5.524742046E1,3.180574828E0,7.391260654E-1,1.420778386E-1
5.526741546E1,2.410114996E0,-4.372787601E-1,-8.269724406E-1
5.528741146E1,7.476119833E-1,-1.966006980E0,-1.342735014E0
5.530740646E1,-6.352578807E-1,-3.168624288E0,-1.389094956E0
5.532740146E1,-1.187844611E0,-3.695914502E0,-8.026016843E-1
5.534739646E1,-1.165134756E0,-3.885978246E0,-1.377346730E-1
5.536739146E1,-5.246944879E-1,-3.610174440E0,-2.114803416E-1
5.538738746E1,-4.182718009E-2,-3.109928768E0,-9.749448574E-1
5.540738246E1,4.020739172E-1,-2.380620763E0,-1.607059860E0
5.542737746E1,9.450889011E-1,-1.671323099E0,-1.385925473E0
5.544737246E1,1.916572426E0,-1.022418986E0,-7.546539313E-1
5.546736746E1,2.413125727E0,-6.118467987E-1,-1.970127220E-1
5.548736346E1,2.103525014E0,-7.164593339E-1,-3.774940498E-1
5.550735846E1,1.678429366E0,-9.023048973E-1,-1.272720746E0
5.552735346E1,9.717999324E-1,-6.497274005E-1,-2.414563265E0
5.554734846E1,7.267058484E-2,-2.411853665E-1,-2.274251139E0
5.556734346E1,-1.904382589E-1,8.075069135E-1,-8.153164548E-1
5.558733846E1,-3.172374693E-1,1.929206359E0,5.704933892E-1
5.560733446E1,2.657560245E-1,3.114988949E0,7.266935693E-1
5.562732946E1,1.296458103E0,3.950667747E0,-3.314956123E-1
5.564732446E1,2.200205801E0,4.653360397E0,-7.327379823E-1
5.566731946E1,1.158760925E0,5.916714488E0,-1.814359442E0
5.568731446E1,-1.148982627E0,5.328593352E0,-9.597040898E-1
5.570731046E1,-2.775147021E0,3.439162093E0,2.220080633E0
5.572730546E1,-1.830219722E0,1.264165685E0,5.603366295E0
5.574730046E1,-7.418707484E-1,-8.079396075E-1,6.602862441E0
5.576729546E1,-2.574039932E0,-1.647903830E0,2.473873912E0
5.578729046E1,-4.139481942E0,-1.637712134E0,-1.669386208E0
5.580728546E1,-2.360010351E0,-1.048218656E-1,-2.140895007E0
5.582728146E1,6.249572794E-1,9.024639416E-1,8.073823678E-1
5.584727646E1,3.569195398E0,7.892355341E-1,3.267946848E0
5.586727146E1,3.950852519E0,-3.039090335E-2,2.779129559E0
5.588726646E1,1.291248819E0,-1.506060319E0,-1.739767389E-1
5.590726192E1,-6.415584748E-1,-3.080478097E0,-2.068739635E0
5.592725692E1,-1.490921001E0,-4.049102699E0,-2.174099445E0
5.594725292E1,-1.610165754E0,-4.155769361E0,-1.221571204E0
5.596724792E1,-1.133530336E0,-3.658004079E0,-2.642342135E-1
5.598724292E1,-7.173586357E-1,-2.940244909E0,-1.885192028E-1
5.600723792E1,-1.316975690E-1,-2.278527208E0,-6.139184672E-1
5.602723292E1,3.604390374E-1,-1.712624322E0,-1.182619246E0
5.604722792E1,4.877611350E-1,-1.138024871E0,-1.878866656E0
5.606722392E1,1.071580109E0,-5.612245291E-1,-1.952533826E0
5.608721892E1,1.084179032E0,-7.894881338E-1,-1.744648937E0
5.610721392E1,1.011585119E-1,-1.028442788E0,-1.472844626E0
5.612720892E1,-1.077390195E0,-7.340945363E-1,-1.387731385E0
5.614720392E1,-1.557061780E0,2.785765564E-1,-9.565416232E-1
5.616719892E1,-1.200084295E0,1.620382740E0,-3.444834477E-1
5.618719492E1,-4.737031129E-1,2.904973335E0,-1.079255676E-1
5.620718992E1,-3.314688613E-1,3.636860547E0,-7.108106312E-1
5.622718492E1,3.818982457E-1,4.158691800E0,-7.811441571E-1
5.624717992E1,1.011143288E0,5.356448318E0,-1.383828661E0
5.626717492E1,2.539231238E-1,4.604508079E0,-1.323407920E0
5.628716992E1,-1.068729226E-1,3.148882919E0,9.476019613E-1
5.630716592E1,1.503948816E-1,1.672726430E0,3.327651013E0
5.632716092E1,4.111650219E-1,4.849622190E-2,5.113652628E0
5.634715592E1,-1.604268399E-1,-1.364643070E0,5.606253065E0
5.636715092E1,1.488687949E-1,-1.423722167E0,4.614575230E0
5.638714592E1,1.460538576E0,-3.739054674E-1,2.281369832E0
5.640714092E1,2.114467347E0,4.986172217E-1,1.483372830E-1
5.642713592E1,2.157410322E0,6.567300260E-1,-1.121213103E0
5.644713192E1,1.333334738E0,-3.080775136E-1,-1.783010326E0
5.646712692E1,1.316613163E-1,-1.716004012E0,-1.634350131E0
5.648712192E1,-7.445409525E-1,-2.793844078E0,-1.134536715E0
5.650711692E1,-1.169196670E0,-3.453745633E0,-7.338852060E-1
5.652711192E1,-9.129257067E-1,-3.728230893E0,-5.554123968E-1
5.654710692E1,-2.476035628E-1,-3.310221632E0,-1.091835961E0
5.656710192E1,3.264200829E-1,-2.970948638E0,-1.657285103E0
5.658709792E1,9.289710512E-1,-2.514965220E0,-1.880733526E0
5.660709292E1,1.736824778E0,-1.865690979E0,-1.444091674E0
5.662708792E1,2.258425650E0,-1.519042892E0,-1.077230785E0
5.664708292E1,1.790216289E0,-1.280064849E0,-1.041924128E0
5.666707792E1,1.047787716E0,-3.785306150E-1,-1.074452189E0
5.668707292E1,4.804586204E-1,5.428935081E-1,-7.478857791E-1
5.670706792E1,-2.184867677E-1,1.164786993E0,-6.084583372E-1
5.672706392E1,1.577938387E-1,1.619933090E0,6.005730745E-1
5.674705892E1,-1.001133221E-1,2.025346279E0,6.548681264E-1
5.676705392E1,-3.118433397E-1,2.002954951E0,1.970511675E-4
5.678704892E1,1.931642309E-2,2.188595862E0,-5.141152668E-1
5.680704392E1,3.542545105E-1,3.856547456E0,-1.096765894E0
5.682703892E1,-5.993548071E-1,5.193743110E0,-1.769424613E0
5.684703392E1,-1.446881965E0,5.340952027E0,3.254691795E-2
5.686702992E1,-1.636332483E0,3.124039854E0,3.619042912E0
5.688702492E1,-1.408382874E0,1.581379473E-1,6.400485045E0
5.690701946E1,-2.353615105E0,-1.404953774E0,4.542859131E0
5.692701446E1,-4.084833280E0,-6.751265359E-1,-3.612370361E-1
5.694700946E1,-3.854555309E0,8.596254855E-1,-2.827664958E0
5.696700446E1,-1.677328774E0,2.297855179E0,-1.135839474E0
5.698699946E1,1.590280251E0,1.739488184E0,2.703943137E0
5.700699446E1,3.245849635E0,5.069407332E-1,4.079624580E0
5.702699046E1,1.682586444E0,-1.470948958E0,1.622509080E0
5.704698546E1,4.278319985E-2,-3.259909850E0,-1.168112304E0
5.706698046E1,-7.476498440E-1,-4.513188019E0,-2.905331184E0
5.708697546E1,-1.045343141E0,-4.990188085E0,-3.031864931E0
5.710697046E1,-1.089808000E0,-4.795593333E0,-2.129910574E0
5.712696546E1,-1.252733940E0,-3.937032625E0,-9.164864418E-1
5.714696046E1,-1.216174224E0,-2.690719074E0,-1.604606076E-1
5.716695546E1,-7.881775535E-1,-1.341237835E0,3.349364063E-1
5.718695046E1,-2.034186392E-1,-2.651226979E-1,3.786427353E-1
5.720694646E1,3.577043677E-1,5.448026240E-2,-2.271923947E-1
5.722694146E1,6.767058688E-1,-2.204306746E-1,-1.542827319E0
5.724693646E1,7.009898671E-1,-6.877009732E-1,-2.705404356E0
5.726693146E1,7.474157361E-1,-7.858640295E-1,-3.384289482E0
5.728692646E1,8.379728805E-1,-3.375065500E-1,-2.943046895E0
5.730692146E1,-2.074196696E-1,1.864577669E-1,-2.444751855E0
5.732691646E1,-1.181434381E0,1.355390435E0,-1.522009184E0
5.734691146E1,-1.453243589E0,2.843858821E0,9.611389965E-2
5.736690646E1,-9.010989822E-1,4.061040375E0,1.955217698E0
5.738690246E1,3.900554039E-1,4.929305706E0,2.621804960E0
5.740689746E1,7.320874795E-2,5.477437735E0,3.385520321E-1
5.742689246E1,-6.692982506E-1,4.228098249E0,-1.142406775E0
5.744688746E1,-7.751178704E-1,2.936927783E0,9.991751343E-2
5.746688246E1,-8.578958061E-2,8.218974960E-1,3.155325966E0
5.748687746E1,5.776917502E-1,-1.271149015E0,5.241861602E0
5.750687246E1,3.700884416E-1,-2.370202779E0,4.586075024E0
5.752686746E1,7.149767724E-1,-1.401804464E0,1.899375619E0
5.754686246E1,1.667088106E0,2.162347126E-1,2.550248489E-2
5.756685846E1,3.279024982E0,1.326762468E0,-4.834214777E-1
5.758685346E1,3.946378230E0,1.248638404E0,-4.694024858E-1
5.760684846E1,2.044423697E0,-3.601107162E-1,-5.061206612E-1
5.762684346E1,2.582994724E-1,-2.007492390E0,-4.805604351E-1
5.764683846E1,-1.135022034E0,-3.169234738E0,-3.480891332E-1
5.766683346E1,-1.744509189E0,-3.769743785E0,-4.964952672E-1
5.768682846E1,-1.609877633E0,-3.991544462E0,-4.271282861E-1
5.770682346E1,-1.290206406E0,-3.761285203E0,-1.057422173E0
5.772681846E1,-6.429486503E-1,-3.378375024E0,-1.277883545E0
5.774681346E1,4.798473671E-2,-2.759619155E0,-1.378043718E0
5.776680946E1,9.032033951E-1,-1.911643077E0,-1.414149690E0
5.778680446E1,1.736754319E0,-1.072779300E0,-1.283657963E0
5.780679946E1,2.445009717E0,-3.971025413E-1,-1.063498307E0
5.782679446E1,2.764072687E0,3.241871774E-2,-1.232692170E0
5.784678946E1,1.630545055E0,3.126377571E-1,-1.746325626E0
5.786678446E1,-2.537793919E-1,4.865614325E-1,-1.785922678E0
5.788677946E1,-1.935130904E0,6.129425669E-1,-6.674479723E-1
5.790677517E1,-1.457167071E0,1.690131252E0,9.674037033E-1
5.792677017E1,7.087044641E-3,3.369558592E0,1.680968665E0
5.794676517E1,1.501125269E0,4.295852276E0,1.533538724E0
5.796676017E1,3.072323863E0,4.582771055E0,6.641840565E-1
5.798675617E1,1.824699366E0,5.306608990E0,-1.934599831E0
5.800675117E1,-1.009150923E0,4.728318193E0,-3.188417698E0
5.802674617E1,-2.707904333E0,2.993867970E0,-3.144271512E-1
5.804674117E1,-2.605798792E0,6.977780646E-1,3.930489591E0
5.806673617E1,-1.630587009E0,-9.229455686E-1,6.972087797E0
5.808673117E1,-2.370999754E0,-1.881580787E0,4.848892457E0
5.810672617E1,-3.453133430E0,-1.409947881E0,7.102028131E-1
5.812672117E1,-2.193615696E0,2.641374421E-1,-1.776230626E0
5.814671617E1,6.386153519E-1,2.051130161E0,-1.318958189E0
5.816671117E1,3.556468933E0,2.180297493E0,7.911680388E-1
5.818670617E1,3.801984748E0,5.681610811E-1,1.589698745E0
5.820670117E1,1.295227703E0,-1.463846346E0,4.933716846E-1
5.822669717E1,-2.446658485E-1,-3.155653410E0,-9.340288197E-1
5.824669217E1,-1.415646285E0,-4.614839525E0,-1.761031081E0
5.826668717E1,-2.278335419E0,-5.114057255E0,-2.215931156E0
5.828668217E1,-2.364213183E0,-4.523331769E0,-1.833498256E0
5.830667717E1,-1.356056141E0,-3.226044531E0,-8.738045450E-1
5.832667217E1,-3.154073638E-1,-2.042835885E0,-3.012304240E-1
5.834666717E1,2.807406840E-1,-1.272016157E0,-5.434954789E-1
5.836666217E1,6.122897983E-1,-8.449396187E-1,-1.291704024E0
5.838665717E1,7.219592980E-1,-8.973137140E-1,-1.965270815E0
5.840665217E1,7.384789248E-1,-1.231990796E0,-2.175498099E0
5.842664717E1,3.363011464E-1,-1.163536273E0,-2.139397389E0
5.844664217E1,-7.929417186E-1,-4.238652474E-1,-2.139118477E0
5.846663717E1,-1.565788019E0,8.939299303E-1,-1.438439316E0
5.848663217E1,-1.207390610E0,2.504412165E0,-5.057461470E-2
5.850662817E1,-9.565503940E-2,3.903987671E0,1.216844754E0
5.852662317E1,1.121573876E0,4.510464971E0,1.238047342E0
5.854661817E1,1.839182919E0,4.474055529E0,3.736370802E-1
5.856661317E1,5.917604069E-1,5.070896033E0,-2.043701273E0
5.858660817E1,-6.892899540E-1,4.448297374E0,-2.744211742E0
5.860660317E1,-8.594676107E-1,2.724194968E0,6.229205480E-1
5.862659817E1,-7.341979589E-1,4.063668698E-1,4.485809017E0
5.864659317E1,-3.762879885E-1,-1.159297042E0,6.692169889E0
5.866658817E1,-3.807520910E-2,-1.816428187E0,6.093512070E0
5.868658317E1,9.344265034E-1,-1.173487650E0,3.204338497E0
5.870657817E1,2.723853491E0,5.304804540E-1,-4.011024754E-1
5.872657317E1,3.713236001E0,1.419339094E0,-2.516324698E0
5.874656817E1,2.696934664E0,9.063698816E-1,-2.854647519E0
5.876656317E1,9.665962029E-1,-6.656014216E-1,-1.743288875E0
5.878655817E1,-8.631349844E-1,-2.346830873E0,-4.825756779E-1
5.880655317E1,-2.044115841E0,-3.393261450E0,4.165790319E-1
5.882654817E1,-2.447018966E0,-3.881348421E0,7.282110679E-1
5.884654317E1,-1.622899674E0,-3.787605860E0,4.424284029E-1
5.886653917E1,-5.121654397E-1,-3.615346302E0,-4.549727270E-1
5.888653417E1,2.924686638E-1,-3.329360154E0,-1.473785443E0
5.890652971E1,1.016869832E0,-2.656433925E0,-2.226936932E0
5.892652471E1,1.457054805E0,-1.811893086E0,-2.473726270E0
5.894651971E1,1.747839470E0,-9.111833096E-1,-1.995069688E0
5.896651471E1,2.101814411E0,-2.679153281E-1,-1.125784602E0
5.898650971E1,2.164003350E0,-8.488695323E-2,-7.240034115E-1
5.900650471E1,1.485107699E0,-3.168606162E-2,-1.227591059E0
5.902649971E1,2.416768250E-1,7.042211115E-2,-1.690444078E0
5.904649471E1,-1.162753039E0,4.245177966E-1,-1.482757118E0
5.906648971E1,-1.502152040E0,1.410675275E0,-6.883313030E-2
5.908648471E1,-3.972059640E-1,2.969473386E0,1.459146061E0
5.910647971E1,1.337362593E0,4.326684060E0,1.977618819E0
5.912647471E1,2.752860066E0,4.883012130E0,1.110760182E0
5.914646971E1,1.640317945E0,5.807137667E0,-2.233646904E0
5.916646471E1,-2.002161338E0,4.207924771E0,-3.430259122E0
5.918645971E1,-4.199239901E0,2.082981699E0,4.187015712E-2
5.920645471E1,-3.692047445E0,-1.576760173E-1,5.250828892E0
5.922644971E1,-2.711650937E0,-1.236349311E0,7.324504162E0
5.924644471E1,-3.139596663E0,-7.200699896E-1,4.543390058E0
5.926643971E1,-2.844961022E0,6.890241981E-1,6.141026545E-1
5.928643471E1,-1.106478193E0,2.301864615E0,-1.186250513E0
5.930642971E1,2.721076064E0,2.686582754E0,1.487231992E-1
5.932642471E1,5.081485925E0,1.359153119E0,1.658909898E0
5.934641971E1,3.008060916E0,-6.026508826E-1,3.238173410E-1
5.936641571E1,3.023634683E-1,-2.459582148E0,-1.134917661E0
5.938641071E1,-1.091776538E0,-4.084181900E0,-1.583458743E0
5.940640571E1,-1.761465822E0,-4.897995036E0,-1.326524194E0
5.942640071E1,-2.136199693E0,-4.996756847E0,-9.975871767E-1
5.944639571E1,-1.714690435E0,-4.324251618E0,-6.256210846E-1
5.946639071E1,-1.136366309E0,-3.315591130E0,-7.286621806E-1
5.948638571E1,-8.044460423E-1,-2.535645652E0,-1.245651062E0
5.950638071E1,5.437208891E-2,-1.814641278E0,-1.451769214E0
5.952637571E1,8.687347166E-1,-8.728349304E-1,-1.428108163E0
5.954637071E1,1.435245860E0,-3.476210636E-1,-1.401403491E0
5.956636571E1,9.191392504E-1,-4.835314053E-1,-1.410712843E0
5.958636071E1,-4.042430880E-1,-7.695152146E-1,-1.623384847E0
5.960635571E1,-1.614405424E0,-3.289573359E-1,-1.408766305E0
5.962635071E1,-1.670553313E0,8.455886596E-1,-5.882727255E-1
5.964634571E1,-7.990771289E-1,2.771215353E0,-1.455787128E-1
5.966634071E1,3.021969322E-1,4.578226014E0,1.527102694E-2
5.968633571E1,1.654020895E0,5.296382210E0,-1.707658866E-1
5.970633071E1,1.922606168E0,5.595729831E0,-1.042712625E0
5.972632571E1,7.160408925E-3,4.552787703E0,-2.106991682E0
5.974632071E1,-9.713801023E-1,2.845249289E0,-1.471375805E-1
5.976631571E1,-9.107978319E-1,1.221928323E0,3.441859413E0
5.978631071E1,-8.358830126E-1,-3.673261803E-1,6.063397155E0
5.980630571E1,-4.396010549E-1,-1.443337821E0,6.726139289E0
5.982630071E1,1.106199354E0,-1.142275797E0,5.294005902E0
5.984629571E1,2.663859597E0,5.092661709E-1,1.778663652E0
5.986629071E1,3.793143465E0,1.897240800E0,-1.501251715E0
5.988628571E1,3.054149839E0,1.289353736E0,-2.546058959E0
5.990628071E1,1.240849328E0,-2.044882411E-1,-1.610270273E0
5.992627479E1,-7.775449035E-1,-1.993733307E0,-2.345911691E-1
5.994626979E1,-2.229408258E0,-3.373856295E0,6.437559316E-1
5.996626479E1,-2.478938186E0,-4.038398201E0,7.489692682E-1
5.998625979E1,-1.124356274E0,-3.969081799E0,1.127410421E-1
6.000625479E1,-1.184664529E-1,-3.928193974E0,-9.210428846E-1
6.002624979E1,6.110265074E-1,-3.610445166E0,-1.862672792E0
6.004624479E1,1.251594464E0,-2.968603320E0,-2.360076571E0
6.006623979E1,1.414414277E0,-2.197322831E0,-2.240178829E0
6.008623479E1,1.424983411E0,-1.333120730E0,-1.645994130E0
6.010622979E1,1.564754523E0,-7.012653440E-1,-8.852017915E-1
6.012622479E1,2.152110113E0,-3.774208134E-1,-1.077179915E-1
6.014621979E1,1.804869411E0,-7.267130113E-1,-1.193732464E-1
6.016621479E1,8.407935774E-1,-4.631965435E-1,-1.113514367E0
6.018620979E1,-3.588969804E-1,1.547986025E-1,-1.744955623E0
6.020620479E1,-6.293585517E-1,1.342944637E0,-1.374667682E0
6.022619979E1,1.548496194E-1,2.923561049E0,-9.887992501E-2
6.024619479E1,7.392959270E-1,3.876197024E0,7.013901821E-1
6.026618979E1,1.482702739E0,4.117813330E0,9.216407624E-1
6.028618479E1,9.939192183E-1,5.113773665E0,-6.223323181E-1
6.030617979E1,-4.251420600E-1,4.975211611E0,-1.501515424E0
6.032617479E1,-1.582782513E0,4.040210838E0,1.551143521E-1
6.034616979E1,-1.935078133E0,1.524312403E0,3.266469256E0
6.036616479E1,-1.445085846E0,-7.553813249E-1,5.676742419E0
6.038615979E1,-1.928781851E0,-1.798991205E0,4.539188249E0
6.040615479E1,-3.209303952E0,-7.090286922E-1,6.327527873E-1
6.042614979E1,-3.402306508E0,8.190376228E-1,-1.540171367E0
6.044614479E1,-1.145417214E0,2.708138514E0,-5.289765501E-1
6.046613979E1,2.123479806E0,2.314800995E0,2.727391056E0
6.048613479E1,3.168836835E0,1.231423616E-1,3.671254454E0
6.050612979E1,1.334771837E0,-1.796147119E0,8.443835485E-1
6.052612479E1,8.316904128E-2,-3.064870709E0,-1.659501783E0
6.054611979E1,-6.506910217E-1,-4.013266284E0,-2.782035041E0
6.056611479E1,-1.047039857E0,-4.386380038E0,-2.430785780E0
6.058610979E1,-1.204783775E0,-4.166579694E0,-1.443870503E0
6.060610479E1,-1.122656050E0,-3.246386994E0,-6.869285560E-1
6.062609979E1,-8.396116358E-1,-2.116373978E0,-4.279331553E-1
6.064609479E1,-3.369404664E-1,-1.360631880E0,-6.190760037E-1
6.066608979E1,2.103885933E-1,-8.507225150E-1,-9.901407476E-1
6.068608479E1,8.536643223E-1,-8.605967081E-1,-1.206493428E0
6.070607979E1,9.111713228E-1,-1.283437523E0,-1.712545677E0
6.072607479E1,4.243402606E-1,-1.695399009E0,-2.042051481E0
6.074606979E1,-1.917657231E-1,-1.553725652E0,-1.800419095E0
6.076606479E1,-6.976940840E-1,-6.880699325E-1,-1.284538846E0
6.078605979E1,-9.398579089E-1,7.060068512E-1,-6.253991827E-1
6.080605379E1,-7.101641484E-1,2.286823238E0,-4.132218531E-1
6.082604879E1,-2.815741681E-1,3.802302251E0,-6.091221423E-1
6.084604379E1,4.794903215E-1,4.970504018E0,-1.015935301E0
6.086603879E1,1.660875001E0,5.419520479E0,-7.342144042E-1
6.088603379E1,7.338151856E-1,5.242848612E0,-1.386494699E0
6.090602879E1,-8.373537335E-1,3.971141188E0,-8.927733511E-1
6.092602408E1,-1.085375226E0,2.458323827E0,2.114974154E0
6.094601908E1,-6.552307999E-1,2.946979147E-1,5.128736690E0
6.096601408E1,-1.360836569E-1,-1.713486201E0,6.662385927E0
6.098600908E1,4.329985982E-1,-1.972282797E0,5.233381385E0
6.100600408E1,1.303893569E0,-7.778743941E-1,1.736554636E0
6.102599908E1,2.428499080E0,1.062918556E0,-1.160309487E0
6.104599408E1,3.438765652E0,1.859225712E0,-1.963020807E0
6.106598908E1,2.742093588E0,6.453104138E-1,-9.192933977E-1
